trace_num,human_majority,human_agreement,human_Kavin,human_Fahim,human_Yurun,human_Daivik,human_Gerard,human_Gezheng,GPT (Kavin),GPT (Fahim),Llama (Kavin),Llama (Fahim),gpt_majority,llama_majority,all_llm_majority
561,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
567,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
569,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
571,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
572,REPLAN,0.83,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
575,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
577,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
583,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
584,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,REPLAN,RETRY,RETRY,REPLAN,RETRY,REPLAN
585,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
590,REPLAN,0.83,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
599,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRY,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
600,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRY,RETRIEVE_MORE,RETRY,RETRIEVE_MORE
601,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
604,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
606,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
608,RETRIEVE_MORE,0.83,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,REPLAN,REPLAN,RETRY,REPLAN,REPLAN,RETRY,REPLAN
609,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
612,REPLAN,0.50,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
615,REPLAN,0.33,REPLAN,RETRY,REPLAN,RETRY,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRY,RETRY,RETRY,RETRIEVE_MORE,RETRY,RETRY
622,RETRIEVE_MORE,1.00,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN
623,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
624,REPLAN,1.00,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,REPLAN,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,TOOL_FIX,RETRIEVE_MORE,RETRIEVE_MORE
627,REPLAN,0.67,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
634,REPLAN,0.83,REPLAN,REPLAN,REPLAN,REPLAN,RETRIEVE_MORE,REPLAN,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE,RETRIEVE_MORE
