trace_id,human_majority
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_212,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_213,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_215,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_217,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_22,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_220,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_223,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_224,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_226,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_227,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_234,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_235,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_237,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_239,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_24,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_240,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_242,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_245,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_247,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_25,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_253,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_255,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_256,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_26,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_260,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_273,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_278,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_280,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_284,RETRY
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_286,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_3,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_30,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_300,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_306,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_307,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_308,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_31,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_312,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_313,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_318,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_321,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_326,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_329,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_334,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_336,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_338,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_343,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_347,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_355,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_356,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_357,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_358,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_362,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_368,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_37,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_370,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_377,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_38,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_381,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_385,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_389,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_394,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_396,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_40,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_401,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_42,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_44,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_45,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_46,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_47,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_5,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_50,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_51,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_52,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_53,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_54,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_55,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_57,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_58,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_59,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_63,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_64,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_65,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_66,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_67,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_69,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_7,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_70,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_71,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_73,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_74,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_76,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_79,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_8,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_80,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_81,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_82,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_83,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_84,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_85,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_86,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_87,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_88,RETRY
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_89,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_92,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_93,RETRIEVE_MORE
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_94,REPLAN
run_MedBrowseComp_2025-12-19T21:55:32.749095::medbrowsecomp_99,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_0,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_1,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_11,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_12,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_13,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_14,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_15,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_17,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_19,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_20,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_22,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_23,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_24,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_25,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_28,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_29,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_3,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_30,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_31,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_32,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_33,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_34,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_35,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_36,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_37,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_38,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_39,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_40,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_41,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_42,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_43,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_44,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_46,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_48,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_49,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_50,TOOL_FIX
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_51,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_52,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_53,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_55,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_6,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_60,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_61,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_62,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_63,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_64,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_65,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_69,REPLAN
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_70,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_71,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_72,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_74,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_75,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_78,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_79,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_8,RETRIEVE_MORE
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_9,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_1,RETRY
run_SealQA_2025-12-18T02:41:05.742380::sealqa_101,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_105,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_107,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_11,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_110,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_111,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_112,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_113,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_114,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_116,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_118,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_12,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_120,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_121,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_122,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_123,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_126,TOOL_FIX
run_SealQA_2025-12-18T02:41:05.742380::sealqa_129,RETRY
run_SealQA_2025-12-18T02:41:05.742380::sealqa_13,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_133,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_135,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_142,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_143,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_151,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_154,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_157,RETRY
run_SealQA_2025-12-18T02:41:05.742380::sealqa_161,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_162,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_171,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_176,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_179,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_181,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_183,RETRY
run_SealQA_2025-12-18T02:41:05.742380::sealqa_184,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_186,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_187,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_189,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_190,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_192,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_194,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_196,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_197,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_198,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_2,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_201,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_207,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_208,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_21,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_210,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_212,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_213,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_214,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_216,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_217,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_218,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_219,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_22,RETRY
run_SealQA_2025-12-18T02:41:05.742380::sealqa_220,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_221,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_222,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_223,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_224,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_226,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_229,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_23,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_233,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_235,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_238,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_239,TOOL_FIX
run_SealQA_2025-12-18T02:41:05.742380::sealqa_29,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_3,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_30,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_31,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_32,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_33,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_34,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_35,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_36,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_37,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_38,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_39,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_41,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_42,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_43,RETRY
run_SealQA_2025-12-18T02:41:05.742380::sealqa_44,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_45,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_46,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_47,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_48,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_5,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_51,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_52,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_53,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_56,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_57,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_58,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_59,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_60,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_61,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_62,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_63,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_64,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_66,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_67,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_69,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_7,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_74,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_78,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_79,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_8,RETRIEVE_MORE
run_SealQA_2025-12-18T02:41:05.742380::sealqa_80,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_81,REPLAN
run_SealQA_2025-12-18T02:41:05.742380::sealqa_96,RETRY
run_SealQA_2025-12-18T23:33:24.456147::sealqa_0,RETRIEVE_MORE
run_SealQA_2025-12-18T23:33:24.456147::sealqa_10,REPLAN
run_SealQA_2025-12-18T23:33:24.456147::sealqa_11,RETRIEVE_MORE
run_SealQA_2025-12-18T23:33:24.456147::sealqa_12,REPLAN
run_SealQA_2025-12-18T23:33:24.456147::sealqa_13,RETRIEVE_MORE
run_SealQA_2025-12-18T23:33:24.456147::sealqa_6,REPLAN
run_GSM8K_2025-12-20T07:31:17.721477::gsm8k_7,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_2,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_4,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_10,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_16,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_18,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_21,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_45,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_67,LOCAL_REPAIR
run_MedBrowseComp_2025-12-20T04:32:10.895355::medbrowsecomp_77,LOCAL_REPAIR
run_GSM8K_2025-11-21T03:53:11.830765::12,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::12,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::37,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::53,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::87,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::100,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::128,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::154,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::155,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::159,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::162,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::163,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::187,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::189,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::226,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::236,LOCAL_REPAIR
run_GSM8K_2025-11-21T04:46:29.543781::242,LOCAL_REPAIR
run_BrowseComp_2025-12-15T20:38:47.779542::browsecomp_1,LOCAL_REPAIR
run_BrowseComp_2025-12-15T20:38:47.779542::browsecomp_4,LOCAL_REPAIR
run_BrowseComp_2025-12-15T20:38:47.779542::browsecomp_5,LOCAL_REPAIR
run_BrowseComp_2025-12-15T20:38:47.779542::browsecomp_9,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_0,LOCAL_REPAIR
run_SealQA_2025-12-18T02:41:05.742380::sealqa_15,LOCAL_REPAIR
